4.012422, -68.816489
4.024845, -68.816489
4.037267, -68.816489
4.049689, -69.215426
4.062112, -69.215426
4.074534, -69.215426
4.086957, -69.614362
4.099379, -69.614362
4.111801, -69.614362
4.124224, -70.013298
4.136646, -70.013298
4.149068, -70.013298
4.161491, -70.412234
4.173913, -70.412234
4.186335, -70.412234
4.198758, -70.811170
4.211180, -70.811170
4.223602, -70.811170
4.236025, -71.210106
4.248447, -71.210106
4.260870, -71.609043
4.273292, -71.609043
4.285714, -71.609043
4.298137, -71.609043
4.310559, -72.007979
4.322981, -72.007979
4.335404, -72.406915
4.347826, -72.406915
4.360248, -72.406915
4.372671, -72.406915
4.385093, -72.406915
4.397516, -72.805851
4.409938, -72.805851
4.422360, -72.805851
4.434783, -73.204787
4.447205, -73.204787
4.459627, -73.204787
4.472050, -73.603723
4.484472, -73.603723
4.496894, -73.603723
4.509317, -74.002660
4.521739, -74.002660
4.534161, -74.002660
4.546584, -74.401596
4.559006, -74.401596
4.571429, -74.401596
4.583851, -74.401596
4.596273, -74.800532
4.608696, -74.800532
4.621118, -74.800532
4.633540, -74.800532
4.645963, -75.199468
4.658385, -75.199468
4.670807, -75.199468
4.683230, -75.598404
4.695652, -75.598404
4.708075, -75.598404
4.720497, -75.598404
4.732919, -75.997340
4.745342, -75.997340
4.757764, -75.997340
4.770186, -76.396277
4.782609, -76.396277
4.795031, -76.396277
4.807453, -76.396277
4.819876, -76.396277
4.832298, -76.795213
4.844720, -76.795213
4.857143, -76.795213
4.869565, -77.194149
4.881988, -77.194149
4.894410, -77.194149
4.906832, -77.194149
4.919255, -77.593085
4.931677, -77.593085
4.944099, -77.593085
4.956522, -77.593085
4.968944, -77.992021
4.981366, -77.992021
4.993789, -77.992021
5.006211, -77.992021
